,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
ELOVL5,0.000217958,0.456574192,0.341,0.302,0.435915781,immune,ELOVL5
USP15,0.000256187,0.679085591,0.455,0.462,0.512374958,immune,USP15
TIMP13,0.000269011,0.57473415,0.528,0.463,0.538021674,immune,TIMP1
DOCK8,0.000282866,0.3858016,0.374,0.215,0.565732542,immune,DOCK8
GLRX,0.000511691,0.382415394,0.341,0.253,1,immune,GLRX
JMJD1C,0.000610051,0.568652862,0.528,0.587,1,immune,JMJD1C
G3BP2,0.000748113,0.591548624,0.455,0.431,1,immune,G3BP2
JMJD6,0.000767012,0.434572152,0.472,0.448,1,immune,JMJD6
JUND1,0.000989322,0.747290964,0.569,0.641,1,immune,JUND
SP110,0.001081592,0.411291713,0.431,0.328,1,immune,SP110
CITED22,0.001517513,0.815066472,0.415,0.575,1,immune,CITED2
TBCC,0.001814731,0.444302911,0.407,0.447,1,immune,TBCC
PLIN21,0.002072663,0.576437175,0.382,0.519,1,immune,PLIN2
TNFAIP8,0.002358485,0.455466217,0.455,0.468,1,immune,TNFAIP8
C4orf481,0.002491183,0.512396594,0.187,0.214,1,immune,C4orf48
CLK1,0.002591332,0.527892385,0.602,0.707,1,immune,CLK1
PSMB9,0.002663672,0.460865673,0.325,0.405,1,immune,PSMB9
ODC12,0.002895771,0.390380475,0.463,0.471,1,immune,ODC1
XBP1,0.003016783,0.568911307,0.553,0.611,1,immune,XBP1
TMF1,0.003018484,0.392838351,0.463,0.515,1,immune,TMF1
CKS21,0.003041899,0.404437297,0.504,0.54,1,immune,CKS2
AAED11,0.003098187,0.296567795,0.358,0.326,1,immune,AAED1
GATA3,0.003254024,0.656642159,0.472,0.648,1,immune,GATA3
USP16,0.003771716,0.551028529,0.52,0.622,1,immune,USP16
GPBP1,0.004403307,0.384797393,0.569,0.658,1,immune,GPBP1
EHD4,0.00494294,0.579324711,0.26,0.419,1,immune,EHD4
HLA-DRB1,0.006345787,0.332018595,0.325,0.18,1,immune,HLA-DRB1
N4BP2L21,0.006883711,0.696622114,0.569,0.696,1,immune,N4BP2L2
TUBA4A6,0.008020245,0.558376446,0.593,0.66,1,immune,TUBA4A
AKAP8,0.008247404,0.29357811,0.415,0.386,1,immune,AKAP8
VIM2,5.98E-92,2.33523708,1,0.545,1.20E-88,endothelial,VIM
B2M4,6.96E-92,1.483135414,1,0.964,1.39E-88,endothelial,B2M
CD741,6.87E-58,2.441620227,0.989,0.408,1.37E-54,endothelial,CD74
HLA-B3,5.90E-57,1.607180773,1,0.886,1.18E-53,endothelial,HLA-B
TMSB4X4,1.18E-55,1.163285436,1,0.978,2.35E-52,endothelial,TMSB4X
SPARCL1,7.49E-52,3.176895582,0.957,0.225,1.50E-48,endothelial,SPARCL1
IFITM34,2.00E-50,2.12848808,0.978,0.707,3.99E-47,endothelial,IFITM3
TMSB104,6.26E-47,1.275624877,0.989,0.961,1.25E-43,endothelial,TMSB10
IFI271,2.16E-46,3.262859687,0.968,0.201,4.31E-43,endothelial,IFI27
GNG111,2.40E-45,2.736242626,0.957,0.346,4.80E-42,endothelial,GNG11
HLA-DRA,9.20E-45,1.720085776,0.946,0.305,1.84E-41,endothelial,HLA-DRA
HLA-E2,4.33E-44,1.764115516,0.978,0.87,8.66E-41,endothelial,HLA-E
ADIRF2,1.27E-41,2.684156087,0.946,0.511,2.53E-38,endothelial,ADIRF
NPDC1,8.87E-40,2.096452913,0.935,0.505,1.77E-36,endothelial,NPDC1
IFITM22,1.95E-39,2.331085116,0.935,0.326,3.91E-36,endothelial,IFITM2
RAMP2,1.22E-37,2.591544233,0.925,0.282,2.43E-34,endothelial,RAMP2
HLA-DRB11,6.42E-35,1.744096544,0.871,0.171,1.28E-31,endothelial,HLA-DRB1
CST31,7.25E-34,1.528835569,0.935,0.735,1.45E-30,endothelial,CST3
CLU1,1.70E-32,3.075175933,0.871,0.302,3.40E-29,endothelial,CLU
TM4SF12,1.81E-30,1.96681415,0.957,0.633,3.61E-27,endothelial,TM4SF1
IGFBP73,2.00E-28,1.705846761,0.903,0.551,4.01E-25,endothelial,IGFBP7
HLA-DPA1,3.16E-28,1.42171846,0.828,0.287,6.31E-25,endothelial,HLA-DPA1
HLA-DPB1,1.98E-27,1.239962565,0.828,0.274,3.96E-24,endothelial,HLA-DPB1
TIMP14,1.52E-24,1.210329704,0.86,0.457,3.04E-21,endothelial,TIMP1
CAV14,2.19E-24,0.965029225,0.978,0.727,4.38E-21,endothelial,CAV1
CTSH2,3.74E-24,1.507878988,0.806,0.341,7.48E-21,endothelial,CTSH
S100A63,2.88E-23,0.761168646,0.989,0.945,5.76E-20,endothelial,S100A6
NEAT15,1.64E-22,0.960064243,0.935,0.761,3.29E-19,endothelial,NEAT1
VAMP51,2.72E-22,1.381951485,0.753,0.304,5.44E-19,endothelial,VAMP5
HLA-DRB5,1.85E-21,1.276801584,0.763,0.135,3.71E-18,endothelial,HLA-DRB5
ITM2B3,1.26E-20,0.947260644,0.978,0.941,2.52E-17,endothelial,ITM2B
LGALS32,1.45E-20,0.681743933,0.978,0.907,2.90E-17,endothelial,LGALS3
RHOC1,1.43E-19,1.011835598,0.871,0.715,2.87E-16,endothelial,RHOC
ETS22,2.52E-19,1.390581167,0.753,0.484,5.03E-16,endothelial,ETS2
GSN4,2.75E-19,1.127698181,0.946,0.843,5.49E-16,endothelial,GSN
TIMP31,3.08E-19,1.435410097,0.817,0.428,6.16E-16,endothelial,TIMP3
HLA-DMA,3.77E-19,1.077958184,0.688,0.281,7.53E-16,endothelial,HLA-DMA
SDCBP1,3.90E-19,0.988100746,0.796,0.58,7.79E-16,endothelial,SDCBP
GIMAP7,2.97E-18,1.57872873,0.688,0.072,5.94E-15,endothelial,GIMAP7
RAB11A2,6.34E-18,0.865563472,0.849,0.727,1.27E-14,endothelial,RAB11A
BCAM3,1.47E-17,1.032071079,0.806,0.519,2.93E-14,endothelial,BCAM
SOCS33,4.15E-17,1.424261414,0.839,0.726,8.30E-14,endothelial,SOCS3
SAT13,7.88E-16,1.231116166,0.86,0.585,1.58E-12,endothelial,SAT1
MGLL,2.78E-15,1.136124069,0.645,0.295,5.56E-12,endothelial,MGLL
ID32,5.46E-15,1.169393013,0.86,0.648,1.09E-11,endothelial,ID3
LY6E3,2.63E-14,1.01467984,0.828,0.677,5.27E-11,endothelial,LY6E
SPARC2,1.79E-13,1.320930561,0.742,0.524,3.58E-10,endothelial,SPARC
ID12,2.38E-13,1.574167772,0.849,0.745,4.75E-10,endothelial,ID1
GMFG2,5.00E-13,0.973397523,0.57,0.187,1.00E-09,endothelial,GMFG
NOSTRIN,5.97E-13,0.922046224,0.527,0.135,1.19E-09,endothelial,NOSTRIN
PLA2G162,1.13E-12,0.822828187,0.591,0.26,2.26E-09,endothelial,PLA2G16
MALAT14,1.62E-12,0.411854574,0.989,0.988,3.25E-09,endothelial,MALAT1
FCGRT2,3.31E-12,0.830610819,0.753,0.633,6.61E-09,endothelial,FCGRT
TSC22D13,5.86E-12,0.887132946,0.828,0.73,1.17E-08,endothelial,TSC22D1
STOM,8.92E-12,0.863385917,0.699,0.544,1.78E-08,endothelial,STOM
IFITM1,1.12E-11,0.988072261,0.527,0.17,2.23E-08,endothelial,IFITM1
PMP221,2.40E-11,0.788330612,0.634,0.358,4.79E-08,endothelial,PMP22
IL6ST,3.57E-11,0.773478858,0.591,0.423,7.14E-08,endothelial,IL6ST
ARHGDIB2,1.01E-10,0.605719128,0.591,0.342,2.02E-07,endothelial,ARHGDIB
IFI61,1.25E-10,1.209649285,0.527,0.242,2.49E-07,endothelial,IFI6
PSMB91,1.39E-10,0.802311786,0.602,0.4,2.78E-07,endothelial,PSMB9
TSC22D32,2.15E-10,0.576314562,0.613,0.383,4.29E-07,endothelial,TSC22D3
CNN33,2.49E-10,0.731899261,0.742,0.626,4.99E-07,endothelial,CNN3
HLA-F1,3.42E-10,0.746192936,0.538,0.35,6.84E-07,endothelial,HLA-F
ARHGAP29,3.59E-10,0.822511552,0.538,0.347,7.18E-07,endothelial,ARHGAP29
ITM2A3,5.74E-10,0.551892608,0.806,0.644,1.15E-06,endothelial,ITM2A
MTUS1,8.15E-10,1.002269246,0.548,0.42,1.63E-06,endothelial,MTUS1
EMP12,1.13E-09,0.894526747,0.742,0.675,2.27E-06,endothelial,EMP1
SPTBN11,1.50E-09,0.793031776,0.613,0.496,2.99E-06,endothelial,SPTBN1
AP1S22,2.84E-09,0.776108181,0.613,0.429,5.67E-06,endothelial,AP1S2
SERPINB61,4.02E-09,0.616775481,0.495,0.317,8.03E-06,endothelial,SERPINB6
RAC11,7.67E-09,0.659068265,0.871,0.843,1.53E-05,endothelial,RAC1
CAPNS1,1.04E-08,0.633730863,0.548,0.466,2.08E-05,endothelial,CAPNS1
IRF12,2.96E-08,0.699394152,0.731,0.731,5.91E-05,endothelial,IRF1
APLP22,4.26E-08,0.526738799,0.699,0.649,8.52E-05,endothelial,APLP2
LPAR6,4.65E-08,0.66949585,0.484,0.35,9.30E-05,endothelial,LPAR6
PDK41,4.87E-08,0.853939025,0.462,0.32,9.75E-05,endothelial,PDK4
GNAS1,5.23E-08,0.601321522,0.731,0.702,0.000104534,endothelial,GNAS
ANXA14,5.39E-08,0.320139673,0.882,0.823,0.000107716,endothelial,ANXA1
SPRY11,7.84E-08,0.951713077,0.43,0.278,0.000156869,endothelial,SPRY1
ELK3,7.99E-08,0.642335819,0.398,0.226,0.000159819,endothelial,ELK3
TESC1,8.12E-08,0.45396856,0.398,0.167,0.000162324,endothelial,TESC
SRGN1,8.60E-08,0.545419334,0.473,0.253,0.000172058,endothelial,SRGN
PTTG1IP1,9.23E-08,0.656512467,0.656,0.586,0.00018459,endothelial,PTTG1IP
CTSC3,1.24E-07,0.614540451,0.656,0.538,0.000248134,endothelial,CTSC
SMAGP1,1.48E-07,0.449150745,0.548,0.426,0.000296724,endothelial,SMAGP
DUSP6,1.56E-07,0.710290447,0.495,0.431,0.000311452,endothelial,DUSP6
CARHSP11,2.20E-07,0.463857767,0.591,0.524,0.000439794,endothelial,CARHSP1
BHLHE401,2.26E-07,0.877348742,0.538,0.476,0.000451217,endothelial,BHLHE40
IKBIP,2.59E-07,0.495263121,0.484,0.393,0.000518289,endothelial,IKBIP
MGP2,3.35E-07,0.428260017,0.538,0.345,0.000669763,endothelial,MGP
PLSCR1,4.16E-07,0.789972321,0.452,0.406,0.000831544,endothelial,PLSCR1
RAP1B,5.17E-07,0.555834729,0.613,0.538,0.001033097,endothelial,RAP1B
CCDC501,5.29E-07,0.584884873,0.505,0.441,0.001058599,endothelial,CCDC50
SEC623,6.01E-07,0.734739185,0.731,0.719,0.001201943,endothelial,SEC62
IL33,6.93E-07,0.570889066,0.398,0.219,0.001386305,endothelial,IL33
LY96,9.64E-07,0.459760255,0.376,0.256,0.001928984,endothelial,LY96
CTGF2,1.38E-06,0.807462936,0.495,0.412,0.002762553,endothelial,CTGF
CTNNAL12,1.57E-06,0.617758359,0.495,0.407,0.003141245,endothelial,CTNNAL1
PSIP11,2.03E-06,0.416893841,0.581,0.538,0.004052001,endothelial,PSIP1
ADRB2,2.11E-06,0.630518625,0.495,0.427,0.004226454,endothelial,ADRB2
CYSTM12,2.64E-06,0.377722478,0.667,0.637,0.005273578,endothelial,CYSTM1
PSMB8,3.10E-06,0.538672248,0.57,0.574,0.006198297,endothelial,PSMB8
CTHRC1,3.47E-06,0.531199944,0.355,0.221,0.006933331,endothelial,CTHRC1
YBX34,3.77E-06,0.492202646,0.806,0.791,0.007539991,endothelial,YBX3
LUZP1,4.75E-06,0.603975821,0.667,0.647,0.009507055,endothelial,LUZP1
MSRB3,4.92E-06,0.382313044,0.344,0.215,0.009837767,endothelial,MSRB3
FTL4,6.46E-06,0.328267291,0.935,0.928,0.012914999,endothelial,FTL
CLEC2B3,7.51E-06,0.497633819,0.484,0.32,0.015015496,endothelial,CLEC2B
MYLK,8.21E-06,0.466118226,0.376,0.266,0.016422988,endothelial,MYLK
LMCD13,1.01E-05,0.358771384,0.624,0.527,0.020272748,endothelial,LMCD1
RRBP11,1.05E-05,0.537114884,0.559,0.565,0.020907767,endothelial,RRBP1
SNAP23,1.13E-05,0.413134878,0.484,0.446,0.02266727,endothelial,SNAP23
CDC42EP32,1.62E-05,0.376303198,0.538,0.482,0.03248572,endothelial,CDC42EP3
RAI14,4.12E-05,0.311093276,0.333,0.284,0.082405917,endothelial,RAI14
MCL11,5.04E-05,0.344513651,0.742,0.777,0.100820358,endothelial,MCL1
MKL2,5.40E-05,0.321591699,0.344,0.311,0.107982162,endothelial,MKL2
LAP31,5.67E-05,0.516308089,0.57,0.553,0.113329355,endothelial,LAP3
NUDT16,5.84E-05,0.360398983,0.355,0.35,0.116777045,endothelial,NUDT16
SHISA5,6.06E-05,0.408564396,0.505,0.492,0.121161067,endothelial,SHISA5
EPS81,6.23E-05,0.604630389,0.333,0.356,0.124636643,endothelial,EPS8
MARCKSL13,6.83E-05,0.355291912,0.71,0.692,0.136561072,endothelial,MARCKSL1
PHACTR21,7.09E-05,0.549769285,0.366,0.371,0.141784035,endothelial,PHACTR2
KLF91,9.66E-05,0.534144816,0.312,0.296,0.193285011,endothelial,KLF9
NR4A22,9.80E-05,0.488765056,0.452,0.463,0.195932789,endothelial,NR4A2
SLC39A11,0.00010553,0.555890747,0.57,0.614,0.211060269,endothelial,SLC39A1
SWAP701,0.000123678,0.386595391,0.473,0.467,0.247355151,endothelial,SWAP70
PKIG1,0.000132518,0.530341901,0.398,0.366,0.265036054,endothelial,PKIG
ZFYVE211,0.000144144,0.357415306,0.548,0.573,0.288288535,endothelial,ZFYVE21
FKBP9,0.000164419,0.543175065,0.441,0.466,0.328838459,endothelial,FKBP9
MSRA1,0.000252622,0.310431777,0.355,0.379,0.505244421,endothelial,MSRA
NQO11,0.000263577,0.259278332,0.344,0.323,0.527153383,endothelial,NQO1
NDRG13,0.000269683,0.445227183,0.634,0.628,0.5393651,endothelial,NDRG1
TRIOBP,0.000308814,0.295034391,0.333,0.332,0.617627534,endothelial,TRIOBP
MDK1,0.00031436,0.305440669,0.473,0.446,0.62871989,endothelial,MDK
RYBP,0.000393005,0.421954529,0.344,0.364,0.786010585,endothelial,RYBP
SNHG72,0.000428891,0.444705523,0.796,0.843,0.85778137,endothelial,SNHG7
FRMD4B1,0.000478531,0.362176003,0.441,0.466,0.957062889,endothelial,FRMD4B
INSIG11,0.000492666,0.304965634,0.355,0.392,0.985332658,endothelial,INSIG1
DHRS72,0.000518046,0.292933302,0.559,0.562,1,endothelial,DHRS7
KLF43,0.00052312,0.252171494,0.86,0.862,1,endothelial,KLF4
MAP3K8,0.000528628,0.317377024,0.419,0.477,1,endothelial,MAP3K8
NEK3,0.000529466,0.307950229,0.29,0.301,1,endothelial,NEK3
TRIB1,0.000579348,0.40422686,0.495,0.547,1,endothelial,TRIB1
APP3,0.000592074,0.491585965,0.763,0.756,1,endothelial,APP
SH3BGRL35,0.000606522,0.276684982,0.914,0.875,1,endothelial,SH3BGRL3
CD81,0.000610993,0.431254911,0.43,0.471,1,endothelial,CD81
NPC22,0.000634423,0.393805627,0.774,0.866,1,endothelial,NPC2
EDN11,0.000636922,0.677025538,0.323,0.369,1,endothelial,EDN1
MOB2,0.000647318,0.466677343,0.505,0.547,1,endothelial,MOB2
RNF115,0.000735819,0.297501951,0.376,0.408,1,endothelial,RNF115
GADD45A1,0.000741988,0.329087864,0.57,0.57,1,endothelial,GADD45A
EXOC6,0.000858526,0.311467374,0.28,0.294,1,endothelial,EXOC6
FABP41,0.000964416,0.729774731,0.237,0.174,1,endothelial,FABP4
PALMD2,0.001028378,0.399062655,0.667,0.699,1,endothelial,PALMD
EHD41,0.001079267,0.326763104,0.376,0.416,1,endothelial,EHD4
PLEKHG11,0.001127532,0.262125998,0.312,0.283,1,endothelial,PLEKHG1
CDKN1A1,0.001132702,0.419302572,0.677,0.732,1,endothelial,CDKN1A
ARID4A,0.001229885,0.344406698,0.43,0.517,1,endothelial,ARID4A
SASH1,0.001323083,0.419791965,0.247,0.315,1,endothelial,SASH1
BNIP2,0.001414608,0.303424417,0.43,0.467,1,endothelial,BNIP2
GLRX1,0.001458595,0.37874545,0.237,0.255,1,endothelial,GLRX
CXCL121,0.001689397,0.776672492,0.29,0.279,1,endothelial,CXCL12
PHLDA13,0.00174643,0.571734322,0.505,0.542,1,endothelial,PHLDA1
LYST1,0.0020629,0.479017377,0.301,0.36,1,endothelial,LYST
CD55,0.002086316,0.449588002,0.452,0.511,1,endothelial,CD55
TGOLN21,0.002193104,0.304848825,0.387,0.415,1,endothelial,TGOLN2
PRR13,0.002411217,0.276170199,0.505,0.567,1,endothelial,PRR13
ELOVL51,0.002501914,0.31936516,0.29,0.303,1,endothelial,ELOVL5
CSRNP11,0.002887032,0.274918957,0.613,0.653,1,endothelial,CSRNP1
DNAJB42,0.003205329,0.322500927,0.441,0.474,1,endothelial,DNAJB4
NUCB23,0.003589087,0.252034285,0.484,0.534,1,endothelial,NUCB2
BAZ2B,0.003625763,0.285319179,0.43,0.503,1,endothelial,BAZ2B
VKORC12,0.003765801,0.337965478,0.602,0.619,1,endothelial,VKORC1
YES1,0.003770823,0.282560029,0.333,0.385,1,endothelial,YES1
TUBB62,0.003800985,0.259974521,0.559,0.598,1,endothelial,TUBB6
CMTM8,0.004205209,0.285763086,0.333,0.376,1,endothelial,CMTM8
UBN1,0.00435228,0.27159858,0.333,0.41,1,endothelial,UBN1
PRPSAP1,0.004680411,0.382078103,0.366,0.456,1,endothelial,PRPSAP1
SRRM2,0.00558118,0.266052681,0.667,0.748,1,endothelial,SRRM2
COBLL1,0.00571266,0.302714837,0.29,0.324,1,endothelial,COBLL1
PARP9,0.005879314,0.410280191,0.269,0.284,1,endothelial,PARP9
DNAJC31,0.005996114,0.306307577,0.409,0.473,1,endothelial,DNAJC3
TMEM2191,0.006250779,0.31701884,0.645,0.743,1,endothelial,TMEM219
MRPL17,0.00815231,0.357200166,0.441,0.513,1,endothelial,MRPL17
CTTNBP2NL,0.008284837,0.426013093,0.237,0.325,1,endothelial,CTTNBP2NL
FAM213A1,0.008301514,0.29979039,0.57,0.629,1,endothelial,FAM213A
SOD21,0.009918862,0.303780945,0.602,0.705,1,endothelial,SOD2
KRT281,1.06E-48,3.121999671,1,0.194,2.12E-45,IRS/cuticle,KRT28
DBI4,3.33E-45,1.024245037,1,0.795,6.66E-42,IRS/cuticle,DBI
GATA31,6.80E-41,1.554793035,1,0.638,1.36E-37,IRS/cuticle,GATA3
ARHGAP291,2.46E-39,1.475366488,1,0.339,4.92E-36,IRS/cuticle,ARHGAP29
ID33,1.45E-37,1.585365328,1,0.646,2.90E-34,IRS/cuticle,ID3
TACSTD26,2.67E-37,1.447556187,1,0.786,5.34E-34,IRS/cuticle,TACSTD2
KRT711,1.15E-36,3.033912222,1,0.232,2.30E-33,IRS/cuticle,KRT71
KRT251,3.72E-35,2.952344205,1,0.274,7.43E-32,IRS/cuticle,KRT25
SCEL2,1.43E-34,1.15264039,0.978,0.261,2.86E-31,IRS/cuticle,SCEL
FABP56,1.80E-34,0.706892545,0.989,0.842,3.61E-31,IRS/cuticle,FABP5
GJA14,5.34E-34,1.052928014,1,0.751,1.07E-30,IRS/cuticle,GJA1
ALDH25,6.00E-34,0.974405223,0.989,0.674,1.20E-30,IRS/cuticle,ALDH2
PSORS1C22,7.34E-34,1.881998418,0.978,0.199,1.47E-30,IRS/cuticle,PSORS1C2
DLX31,2.11E-31,1.166402451,0.955,0.274,4.22E-28,IRS/cuticle,DLX3
CLDN42,7.67E-31,1.049314362,0.978,0.321,1.53E-27,IRS/cuticle,CLDN4
RDH122,5.46E-30,0.799709478,0.933,0.34,1.09E-26,IRS/cuticle,RDH12
KIF21A1,5.54E-29,0.6745066,0.978,0.42,1.11E-25,IRS/cuticle,KIF21A
MARCKSL14,3.72E-26,0.65194149,0.978,0.688,7.43E-23,IRS/cuticle,MARCKSL1
KRT73,6.53E-26,3.740256714,0.933,0.24,1.31E-22,IRS/cuticle,KRT73
PTMS2,1.44E-25,0.477723022,0.989,0.688,2.87E-22,IRS/cuticle,PTMS
ATOX13,6.63E-25,0.897084716,0.966,0.596,1.33E-21,IRS/cuticle,ATOX1
CTSC4,2.82E-24,1.612922318,0.966,0.532,5.63E-21,IRS/cuticle,CTSC
CLIC33,3.57E-24,1.669594258,0.876,0.333,7.14E-21,IRS/cuticle,CLIC3
CRABP24,7.61E-24,0.99358921,1,0.547,1.52E-20,IRS/cuticle,CRABP2
KRT271,1.26E-22,2.727622588,0.865,0.195,2.52E-19,IRS/cuticle,KRT27
RAB255,2.18E-22,0.524201468,0.989,0.637,4.35E-19,IRS/cuticle,RAB25
MYO102,3.84E-21,0.430667721,0.978,0.508,7.68E-18,IRS/cuticle,MYO10
CUX1,1.47E-20,0.750839894,0.899,0.295,2.94E-17,IRS/cuticle,CUX1
SEPT111,1.48E-20,0.452215657,0.921,0.401,2.95E-17,IRS/cuticle,11-Sep
DCXR1,3.05E-20,0.46297584,0.933,0.583,6.10E-17,IRS/cuticle,DCXR
LDHB4,3.92E-20,0.751053777,1,0.751,7.83E-17,IRS/cuticle,LDHB
SLC30A11,5.42E-20,0.587802232,0.944,0.32,1.08E-16,IRS/cuticle,SLC30A1
S100A145,1.08E-19,0.41489917,1,0.893,2.17E-16,IRS/cuticle,S100A14
TUBA1C1,1.12E-19,1.477219013,0.989,0.751,2.24E-16,IRS/cuticle,TUBA1C
TM7SF2,1.80E-19,0.541615489,0.831,0.331,3.60E-16,IRS/cuticle,TM7SF2
LPAR61,4.77E-19,1.047892817,0.888,0.343,9.54E-16,IRS/cuticle,LPAR6
ACADVL1,4.99E-19,0.476727512,0.989,0.776,9.99E-16,IRS/cuticle,ACADVL
LBR1,8.35E-19,1.151433826,0.91,0.36,1.67E-15,IRS/cuticle,LBR
ITM2B4,9.89E-19,1.085374842,1,0.941,1.98E-15,IRS/cuticle,ITM2B
PRDX22,1.34E-18,0.552174145,1,0.862,2.68E-15,IRS/cuticle,PRDX2
BAMBI2,2.72E-18,0.606654244,0.899,0.35,5.45E-15,IRS/cuticle,BAMBI
KCNK74,3.92E-18,0.348082178,0.933,0.486,7.85E-15,IRS/cuticle,KCNK7
PLXDC2,4.58E-18,0.439337242,0.865,0.438,9.17E-15,IRS/cuticle,PLXDC2
FAM110A1,4.73E-18,0.499504088,0.831,0.31,9.45E-15,IRS/cuticle,FAM110A
APOE3,5.28E-18,0.694507621,1,0.891,1.06E-14,IRS/cuticle,APOE
DSG14,6.84E-18,0.881539608,0.933,0.426,1.37E-14,IRS/cuticle,DSG1
CMTM81,1.06E-17,0.356698011,0.876,0.366,2.12E-14,IRS/cuticle,CMTM8
TMEM45A5,1.22E-17,0.313594359,1,0.632,2.44E-14,IRS/cuticle,TMEM45A
IFT571,1.29E-17,0.629925516,0.91,0.485,2.59E-14,IRS/cuticle,IFT57
CYB5A3,1.85E-17,0.653034144,0.989,0.633,3.71E-14,IRS/cuticle,CYB5A
FAM136A1,2.43E-17,0.425634176,0.91,0.402,4.86E-14,IRS/cuticle,FAM136A
FAM49A1,2.51E-17,0.74573742,0.82,0.232,5.02E-14,IRS/cuticle,FAM49A
FAM84A2,4.27E-17,0.505752637,0.91,0.472,8.55E-14,IRS/cuticle,FAM84A
LAMP1,4.36E-17,0.277866302,0.966,0.695,8.71E-14,IRS/cuticle,LAMP1
TUBA1A3,4.62E-17,0.465945471,1,0.847,9.24E-14,IRS/cuticle,TUBA1A
DEGS22,6.24E-17,0.818455899,0.787,0.228,1.25E-13,IRS/cuticle,DEGS2
BASP11,9.21E-17,0.583936309,0.865,0.416,1.84E-13,IRS/cuticle,BASP1
CD822,1.14E-16,1.162736853,0.966,0.621,2.29E-13,IRS/cuticle,CD82
FBP1,1.25E-16,1.265352558,0.854,0.197,2.50E-13,IRS/cuticle,FBP1
ACOT71,1.68E-16,0.342440189,0.876,0.427,3.36E-13,IRS/cuticle,ACOT7
STK17A3,2.01E-16,0.932432983,0.966,0.53,4.02E-13,IRS/cuticle,STK17A
FDPS2,2.24E-16,0.474224332,0.989,0.664,4.48E-13,IRS/cuticle,FDPS
MAD1L11,3.31E-16,0.514936786,0.854,0.383,6.62E-13,IRS/cuticle,MAD1L1
PRR92,3.41E-16,2.482572916,0.775,0.29,6.82E-13,IRS/cuticle,PRR9
RHOV5,3.69E-16,0.683240434,0.989,0.552,7.38E-13,IRS/cuticle,RHOV
CNDP2,7.20E-16,1.203379774,0.933,0.494,1.44E-12,IRS/cuticle,CNDP2
SPINK53,7.91E-16,0.799083858,0.91,0.434,1.58E-12,IRS/cuticle,SPINK5
CRNN,1.41E-15,1.781837049,0.764,0.189,2.81E-12,IRS/cuticle,CRNN
APLP23,1.45E-15,0.927978679,0.944,0.645,2.89E-12,IRS/cuticle,APLP2
STARD101,3.16E-15,0.405732513,0.809,0.353,6.32E-12,IRS/cuticle,STARD10
SULT2B12,4.66E-15,0.396407427,0.787,0.288,9.32E-12,IRS/cuticle,SULT2B1
LY6G6C2,7.48E-15,0.496860281,0.888,0.311,1.50E-11,IRS/cuticle,LY6G6C
SQLE2,8.50E-15,0.509750466,0.933,0.453,1.70E-11,IRS/cuticle,SQLE
CAPNS22,1.19E-14,0.834223797,0.989,0.74,2.38E-11,IRS/cuticle,CAPNS2
SFPQ1,1.35E-14,0.362708178,1,0.775,2.69E-11,IRS/cuticle,SFPQ
ZDHHC21,1.54E-14,0.364645867,0.742,0.293,3.09E-11,IRS/cuticle,ZDHHC21
CCDC251,1.57E-14,0.538671835,0.921,0.507,3.14E-11,IRS/cuticle,CCDC25
TCHP,1.98E-14,0.318173246,0.82,0.364,3.96E-11,IRS/cuticle,TCHP
SFN5,3.18E-14,0.341111202,1,0.837,6.35E-11,IRS/cuticle,SFN
LMO7,4.22E-14,1.163032739,0.82,0.32,8.44E-11,IRS/cuticle,LMO7
SMS1,4.93E-14,0.316171502,0.843,0.46,9.86E-11,IRS/cuticle,SMS
MSX21,5.87E-14,0.392423973,0.798,0.277,1.17E-10,IRS/cuticle,MSX2
CAPNS11,9.05E-14,0.258509161,0.899,0.46,1.81E-10,IRS/cuticle,CAPNS1
NME13,9.33E-14,0.665387843,0.966,0.717,1.87E-10,IRS/cuticle,NME1
NRP22,1.57E-13,0.572535771,0.775,0.307,3.13E-10,IRS/cuticle,NRP2
MFSD2A1,1.64E-13,0.575290902,0.899,0.355,3.28E-10,IRS/cuticle,MFSD2A
HSD17B102,1.72E-13,0.323255754,0.978,0.708,3.44E-10,IRS/cuticle,HSD17B10
ELOVL61,2.00E-13,0.567296002,0.831,0.332,3.99E-10,IRS/cuticle,ELOVL6
ENC1,4.38E-13,0.735590885,0.708,0.312,8.76E-10,IRS/cuticle,ENC1
ZNF7503,4.81E-13,0.394289578,0.854,0.392,9.62E-10,IRS/cuticle,ZNF750
FAM3C,4.93E-13,0.355742831,0.921,0.519,9.85E-10,IRS/cuticle,FAM3C
CHMP4B2,5.66E-13,0.44045271,0.978,0.649,1.13E-09,IRS/cuticle,CHMP4B
PGP1,6.38E-13,0.263092838,0.787,0.323,1.28E-09,IRS/cuticle,PGP
GLTP3,6.52E-13,0.447710338,0.978,0.598,1.30E-09,IRS/cuticle,GLTP
ANKRD223,7.68E-13,0.682203547,0.854,0.393,1.54E-09,IRS/cuticle,ANKRD22
SMAGP2,8.24E-13,0.293851504,0.876,0.421,1.65E-09,IRS/cuticle,SMAGP
SERPINB131,8.45E-13,0.87725661,0.764,0.205,1.69E-09,IRS/cuticle,SERPINB13
KIAA0368,8.89E-13,0.315261104,0.719,0.323,1.78E-09,IRS/cuticle,KIAA0368
